content,index
"WUHAN, China (Reuters) - While most people in the Chinese city of Wuhan were hunkered down in their homes at the height of the country’s coronavirus outbreak, Lin Wenhua was out on the empty streets in his car, driving toward the next person or task on his li… [+3136 chars]",440
"NEW YORK (Reuters) - Americans must resist the impulse to ease social-separation measures at the first glimpse of progress now being seen in the coronavirus battle, state government and public health leaders warned on Thursday, as the U.S. death toll surpasse… [+5777 chars]",441
"OTTAWA (Reuters) - Canada’s coronavirus death toll is set to soar from more than 500 currently to as high as 22,000 by the end of the pandemic, health officials said on Thursday, while the economy lost a record 1 million jobs last month. 
Prime Minister Just… [+2922 chars]",442
(Reuters) - Apple Inc (AAPL.O) and Alphabet Inc’s (GOOGL.O) Google said on Friday that they will work together to create contact tracing technology that aims to slow the spread of the coronavirus by allowing users to opt into logging other phones they have be… [+5153 chars],443
"WASHINGTON (Reuters) - President Donald Trump said on Friday he faced his biggest decision yet with regard to when to re-open the U.S. economy from its coronavirus shutdown and pledged to listen to health experts when making that determination. 
Speaking at … [+3724 chars]",444
"LONDON (Reuters) - British Prime Minister Boris Johnson said “it could have gone either way” for him while he was in hospital being treated for COVID-19 last week. 
“It is hard to find the words to express my debt to the NHS (National Health Service) for sav… [+373 chars]",445
"LONDON (Reuters) - British Prime Minister Boris Johnson said “it could have gone either way” for him while he was in hospital being treated for COVID-19 last week. 
“It is hard to find the words to express my debt to the NHS (National Health Service) for sav… [+373 chars]",446
"WASHINGTON (Reuters) - A U.S. Navy sailor died on Monday after contracting the coronavirus aboard the U.S. aircraft carrier Theodore Roosevelt, whose captain was fired after warning that his crew would die unnecessarily unless strong action was taken. 
The s… [+2490 chars]",447
"LONDON (Reuters) - The death toll from COVID-19 in British hospitals rose to 11,329 on Monday as the government - without its recuperating leader Boris Johnson - faced questions over its handling of the outbreak and the impact on the economy. 
Finance minist… [+4812 chars]",448
"LONDON (Reuters) - The death toll from COVID-19 in British hospitals rose to 11,329 on Monday as the government - without its recuperating leader Boris Johnson - faced questions over its handling of the outbreak and the impact on the economy. 
Finance minist… [+4812 chars]",449
"LONDON (Reuters) - The death toll from COVID-19 in British hospitals rose to 11,329 on Monday as the government - without its recuperating leader Boris Johnson - faced questions over its handling of the outbreak and the impact on the economy. 
Finance minist… [+4812 chars]",450
"MADRID (Reuters) - Spain let some businesses get back to work on Monday, but one of the strictest lockdowns in Europe remained in place despite a slowing in the country’s coronavirus death rate. 
Police handed out face masks to people passing through major t… [+3808 chars]",451
"(Reuters) - New York Governor Andrew Cuomo on Monday said “the worst is over” for the state hit hardest by the novel coronavirus, as hospitalizations appeared to be reaching a plateau and deaths increased by 671, the lowest daily total in a week. 
Cuomo, who… [+2030 chars]",452
"WASHINGTON/UNITED NATIONS (Reuters) - U.S. President Donald Trump on Tuesday halted funding to the World Health Organization over its handling of the coronavirus pandemic, drawing condemnation from infectious disease experts as the global death toll continued… [+5054 chars]",453
"SAN JUAN, Puerto Rico -- 
Puerto Ricos governor announced Saturday that the U.S. territory will remain on lockdown until May 3 to curb coronavirus cases, marking one of the strictest measures taken in a U.S jurisdiction.
Gov. Wanda Vázquez said non-essentia… [+3195 chars]",454
"SAN JUAN, Puerto Rico -- 
Puerto Ricos governor announced Saturday that the U.S. territory will remain on lockdown until May 3 to curb coronavirus cases, marking one of the strictest measures taken in a U.S jurisdiction.
Gov. Wanda Vázquez said non-essentia… [+3195 chars]",455
"By Monday, the novel coronavirus outbreak in the United States had grown to at least 347,003 cases in all 50 states, the District of Columbia and Puerto Rico. There are outbreak clusters in New York, Washington state and California, according to Johns Hopkins… [+2872 chars]",456
"By Thursday, the novel coronavirus outbreak in the United States had grown to at least 461,000 cases in all 50 states, the District of Columbia and Puerto Rico. There are outbreak clusters in New York, Washington state and California, according to Johns Hopki… [+2825 chars]",457
"By Monday, the novel coronavirus outbreak in the United States had grown to more than 557,000 cases in all 50 states, the District of Columbia and Puerto Rico. There are outbreak clusters in New York, Washington state and California, according to Johns Hopkin… [+2823 chars]",458
"By Monday, the novel coronavirus outbreak in the United States had grown to more than 557,000 cases in all 50 states, the District of Columbia and Puerto Rico. There are outbreak clusters in New York, Washington state and California, according to Johns Hopkin… [+2823 chars]",459
"What makes a better face covering to guard against COVID-19 transmission, a T-shirt or a scarf? Is it safe to use a vacuum cleaner bag? What about a coffee filter?
With U.S. government and health officials calling for the public to wear face coverings to hel… [+5465 chars]",460
"Republican senators on Tuesday sent a wide-ranging demand for information, records and documents to the World Health Organization regarding the origins of the novel coronavirus, part of a larger investigation into the global response to the pandemic.
In a le… [+6806 chars]",461
